Name,Country,Matches Participated,Average D_Score,D_Score Variance,Average E_Score,E_Score Variance,Average Penalty,Penalty Variance,Mean,Std,Apparatus_FX,Apparatus_HB,Apparatus_PB,Apparatus_PH,Apparatus_SR,Apparatus_VT
GISCHARD BENJAMIN,SUI,3,5.2,0.0,8.566666666666668,0.0022222222222222066,0.0,0.0,13.766667,0.047151,0,0,1,0,0,0
GISCHARD BENJAMIN,SUI,3,4.8,0.0,8.377666666666666,0.012064222222222094,0.0,0.0,13.177667,0.109842,0,1,0,0,0,0
KARIMI MILAD,KAZ,31,6.248387096774196,0.016045785639958374,7.88416129032258,0.2968055546305931,0.045161290322580656,0.006992715920915714,14.07771,0.633551,1,0,0,0,0,0
KARIMI MILAD,KAZ,11,5.436363636363636,0.06595041322314045,7.172454545454545,0.6032333388429753,0.0,0.0,12.608818,0.696489,0,0,0,1,0,0
KARIMI MILAD,KAZ,9,4.533333333333333,0.035555555555555465,8.610777777777779,0.05311861728395055,0.0,0.0,13.144111,0.143376,0,0,0,0,1,0
KARIMI MILAD,KAZ,23,5.286956521739131,0.027221172022684238,8.999782608695652,0.1282193875236295,0.021739130434782608,0.003440453686200378,14.247609,0.292377,0,0,0,0,0,1
KARIMI MILAD,KAZ,20,5.895000000000001,0.042475000000000006,8.0114,0.33768133999999994,0.0,0.0,13.9064,0.662308,0,0,1,0,0,0
KARIMI MILAD,KAZ,26,5.8961538461538465,0.1703698224852071,7.498999999999999,0.9846509230769231,0.0,0.0,13.395154,1.297067,0,1,0,0,0,0
ASIL ADEM,TUR,21,5.852380952380952,0.026303854875283476,8.196571428571431,0.158118530612245,0.047619047619047616,0.008208616780045351,13.982286,0.45588,1,0,0,0,0,0
ASIL ADEM,TUR,11,5.172727272727273,0.21289256198347106,7.5058181818181815,0.4042430578512397,0.0,0.0,12.678545,0.499636,0,0,0,1,0,0
ASIL ADEM,TUR,31,6.280645161290325,0.0015608740894901042,8.456774193548387,0.08906352965660767,0.0,0.0,14.737419,0.312003,0,0,0,0,1,0
ASIL ADEM,TUR,50,5.664000000000001,0.11750400000000007,8.76106,0.2667464964000001,0.062,0.010755999999999996,14.36306,0.688011,0,0,0,0,0,1
ASIL ADEM,TUR,13,5.653846153846154,0.03171597633136097,8.112461538461538,0.2587111715976331,0.0,0.0,13.766308,0.536651,0,0,1,0,0,0
ASIL ADEM,TUR,17,5.288235294117648,0.2351557093425606,8.365470588235294,0.1449013079584775,0.0,0.0,13.653706,0.356335,0,1,0,0,0,0
YUSOF EDDY,SUI,3,5.400000000000001,7.888609052210118e-31,8.200000000000001,0.020000000000000098,0.0,0.0,13.6,0.141425,1,0,0,0,0,0
YUSOF EDDY,SUI,5,5.42,0.05759999999999994,7.389599999999999,0.6084454400000003,0.0,0.0,12.8096,0.863888,0,0,0,1,0,0
YUSOF EDDY,SUI,5,5.540000000000001,0.002399999999999983,7.989800000000001,0.02368936000000007,0.0,0.0,13.5298,0.173857,0,0,0,0,1,0
YUSOF EDDY,SUI,2,5.6,0.0,8.283,0.3025000000000003,-0.2,0.009999999999999998,13.683,0.650001,0,0,0,0,0,1
YUSOF EDDY,SUI,6,5.8999999999999995,7.888609052210118e-31,8.449833333333332,0.17749080555555574,0.0,0.0,14.349833,0.421298,0,0,1,0,0,0
YUSOF EDDY,SUI,3,5.400000000000001,7.888609052210118e-31,7.910666666666667,0.006123555555555583,0.0,0.0,13.310667,0.07826,0,1,0,0,0,0
SOUZA CAIO,BRA,6,5.550000000000001,0.002499999999999982,8.1605,0.12451791666666655,0.03333333333333333,0.0022222222222222227,13.677167,0.359756,1,0,0,0,0,0
SOUZA CAIO,BRA,10,5.340000000000001,0.04039999999999998,7.5447999999999995,0.4674519600000001,0.0,0.0,12.8848,0.670037,0,0,0,1,0,0
SOUZA CAIO,BRA,12,6.033333333333334,0.012222222222222245,8.072083333333333,0.11994107638888891,0.0,0.0,14.105417,0.340918,0,0,0,0,1,0
SOUZA CAIO,BRA,25,5.535999999999999,0.02150399999999994,8.91456,0.13222360639999997,0.012,0.010656,14.41456,0.505506,0,0,0,0,0,1
SOUZA CAIO,BRA,12,5.991666666666667,0.015763888888888886,8.397,0.11381333333333322,0.0,0.0,14.388667,0.431542,0,0,1,0,0,0
SOUZA CAIO,BRA,11,6.145454545454545,0.042479338842975126,7.634545454545454,0.09201588429752068,0.0,0.0,13.78,0.470832,0,1,0,0,0,0
DAUSER LUKAS,GER,9,5.322222222222221,0.048395061728395056,8.214222222222222,0.28791661728395057,0.03333333333333333,0.008888888888888887,13.503111,0.562059,1,0,0,0,0,0
DAUSER LUKAS,GER,8,5.237499999999999,0.014843750000000013,7.982875,0.190168109375,0.0,0.0,13.220375,0.437347,0,0,0,1,0,0
DAUSER LUKAS,GER,9,5.166666666666667,0.013333333333333329,8.024666666666667,0.023656222222222235,0.0,0.0,13.191333,0.234026,0,0,0,0,1,0
DAUSER LUKAS,GER,8,4.8,0.0,8.957875,0.022111859375000126,0.0,0.0025000000000000005,13.732875,0.161421,0,0,0,0,0,1
DAUSER LUKAS,GER,14,6.585714285714284,0.01693877551020407,8.702142857142858,0.1553685510204082,0.0,0.0,15.287857,0.517796,0,0,1,0,0,0
DAUSER LUKAS,GER,10,5.269999999999999,0.014100000000000024,7.822999999999999,0.1855334,0.0,0.0,13.093,0.533886,0,1,0,0,0,0
PAKHNIUK PETRO,UKR,8,5.4375,0.0023437499999999834,7.964375,0.4277434843750003,0.0,0.0,13.401875,0.667877,1,0,0,0,0,0
PAKHNIUK PETRO,UKR,7,5.614285714285715,0.06693877551020419,7.4639999999999995,0.48475971428571424,0.0,0.0,13.078286,0.633753,0,0,0,1,0,0
PAKHNIUK PETRO,UKR,4,4.925000000000001,0.10687499999999996,8.29125,0.0007736875000000066,0.0,0.0,13.21625,0.299395,0,0,0,0,1,0
PAKHNIUK PETRO,UKR,3,5.2,0.0,9.099666666666666,0.022881555555555492,-0.03333333333333333,0.002222222222222223,14.266333,0.15127,0,0,0,0,0,1
PAKHNIUK PETRO,UKR,9,6.211111111111111,0.08098765432098755,8.009,0.625438888888889,0.0,0.0,14.220111,0.826764,0,0,1,0,0,0
PAKHNIUK PETRO,UKR,4,5.225,0.01687499999999998,8.0665,0.04612225000000007,0.0,0.0,13.2915,0.151734,0,1,0,0,0,0
SOARES DIOGO,BRA,9,5.288888888888888,0.005432098765432105,8.292333333333334,0.3398697777777777,0.06666666666666667,0.015555555555555557,13.514556,0.536517,1,0,0,0,0,0
SOARES DIOGO,BRA,10,5.359999999999999,0.1264,7.7764,0.13052764,0.0,0.0,13.1364,0.564199,0,0,0,1,0,0
SOARES DIOGO,BRA,10,4.549999999999999,0.010499999999999978,8.533,0.02109559999999995,0.0,0.0,13.083,0.097962,0,0,0,0,1,0
SOARES DIOGO,BRA,8,4.8,0.0,9.299624999999999,0.01164173437499996,-0.0125,0.0010937500000000003,14.087125,0.130008,0,0,0,0,0,1
SOARES DIOGO,BRA,11,5.436363636363637,0.04231404958677682,8.293727272727274,0.34275874380165283,0.0,0.0,13.730091,0.602527,0,0,1,0,0,0
SOARES DIOGO,BRA,10,5.25,0.10650000000000004,8.366299999999999,0.02999340999999998,0.0,0.0,13.6163,0.307448,0,1,0,0,0,0
LEE CHIH,TPE,2,5.7,0.0,8.6,0.009999999999999929,0.0,0.0,14.3,0.100005,1,0,0,0,0,0
LEE CHIH,TPE,2,6.15,0.0625,7.816,1.1024999999999996,0.0,0.0,13.966,1.3,0,0,0,1,0,0
LEE CHIH,TPE,2,5.4,0.0,7.4830000000000005,0.02249999999999997,0.0,0.0,12.883,0.150003,0,0,0,0,1,0
LEE CHIH,TPE,2,5.2,0.0,9.25,0.002500000000000071,0.0,0.0,14.45,0.05001,0,0,0,0,0,1
LEE CHIH,TPE,2,5.4,0.0,8.6665,0.02772225000000003,0.0,0.0,14.0665,0.166503,0,0,1,0,0,0
LEE CHIH,TPE,2,5.3,0.0,7.55,0.0625,0.0,0.0,12.85,0.250002,0,1,0,0,0,0
LEE JUNHO,KOR,6,5.566666666666666,0.055555555555555525,8.027333333333333,0.11086422222222221,0.049999999999999996,0.012499999999999999,13.544,0.391846,1,0,0,0,0,0
LEE JUNHO,KOR,6,4.716666666666667,0.02138888888888883,7.916333333333333,0.037714888888888805,0.0,0.0,12.633,0.329485,0,0,0,1,0,0
LEE JUNHO,KOR,8,5.0,0.0,8.482875,0.042290359374999906,0.0,0.0,13.482875,0.205649,0,0,0,0,1,0
LEE JUNHO,KOR,20,5.42,0.03959999999999989,8.886450000000002,0.09271094749999986,0.025,0.010875,14.25145,0.361564,0,0,0,0,0,1
LEE JUNHO,KOR,6,5.5,0.04999999999999994,8.116166666666667,0.5005574722222227,0.0,0.0,13.616167,0.909501,0,0,1,0,0,0
LEE JUNHO,KOR,8,5.5875,0.013593750000000019,7.4205000000000005,0.19348550000000014,0.0,0.0,13.008,0.500892,0,1,0,0,0,0
HERDER PHILIPP,GER,3,5.5,0.0,8.133000000000001,0.02000000000000009,-0.09999999999999999,0.02,13.533,0.282844,1,0,0,0,0,0
HERDER PHILIPP,GER,3,5.633333333333333,0.002222222222222246,7.222,0.33784199999999975,0.0,0.0,12.855333,0.534102,0,0,0,1,0,0
HERDER PHILIPP,GER,3,5.5,0.019999999999999976,7.666333333333333,0.008888888888888826,0.0,0.0,13.166333,0.235704,0,0,0,0,1,0
HERDER PHILIPP,GER,2,5.2,0.0,8.9495,0.1470722499999998,-0.05,0.0025000000000000005,14.0995,0.433501,0,0,0,0,0,1
HERDER PHILIPP,GER,3,6.0,0.0,8.333333333333334,0.05555555555555556,0.0,0.0,14.333333,0.235704,0,0,1,0,0,0
HERDER PHILIPP,GER,3,5.3,0.0,7.710999999999999,0.015841999999999936,0.0,0.0,13.011,0.125869,0,1,0,0,0,0
ONDER AHMET,TUR,15,5.699999999999999,0.13599999999999995,8.088733333333334,0.23256352888888898,0.05333333333333334,0.006488888888888889,13.7354,0.664228,1,0,0,0,0,0
ONDER AHMET,TUR,11,5.2727272727272725,0.12743801652892553,7.116272727272729,1.6151687438016529,0.0,0.0,12.389,1.334045,0,0,0,1,0,0
ONDER AHMET,TUR,8,5.4375,0.25734375000000004,8.0205,0.07013549999999998,0.0,0.0,13.458,0.745448,0,0,0,0,1,0
ONDER AHMET,TUR,16,5.175000000000001,0.029375000000000005,8.9925,0.06811537499999996,0.0125,0.0010937500000000003,14.155,0.328402,0,0,0,0,0,1
ONDER AHMET,TUR,13,6.076923076923077,0.16946745562130167,7.577923076923076,0.4232486863905324,0.0,0.0,13.654846,0.954192,0,0,1,0,0,0
ONDER AHMET,TUR,14,5.557142857142857,0.12959183673469396,7.678214285714285,0.4159541683673469,0.0,0.0,13.235357,0.928721,0,1,0,0,0,0
KAYA KAZUMA,JPN,8,5.675000000000001,0.00187500000000002,8.203875,0.1597823593749999,0.0125,0.0010937500000000003,13.866375,0.391494,1,0,0,0,0,0
KAYA KAZUMA,JPN,10,6.360000000000001,0.014399999999999986,8.153,0.04297339999999998,0.0,0.0,14.513,0.277479,0,0,0,1,0,0
KAYA KAZUMA,JPN,6,5.8999999999999995,0.019999999999999973,8.260666666666667,0.010560555555555524,0.0,0.0,14.160667,0.177843,0,0,0,0,1,0
KAYA KAZUMA,JPN,5,5.6,0.0,8.6196,0.1463538399999998,-0.039999999999999994,0.018400000000000007,14.1396,0.490358,0,0,0,0,0,1
KAYA KAZUMA,JPN,10,6.299999999999999,7.888609052210118e-31,8.4731,0.04091429000000003,0.0,0.0,14.7731,0.202275,0,0,1,0,0,0
KAYA KAZUMA,JPN,8,5.9375,0.00984374999999996,8.128875,0.015663609374999995,0.0,0.0,14.066375,0.064364,0,1,0,0,0,0
BELYAVSKIY DAVID,ROC,3,6.400000000000001,7.888609052210118e-31,8.366333333333332,0.0022222222222222066,0.0,0.0,14.766333,0.047151,0,0,0,1,0,0
BELYAVSKIY DAVID,ROC,3,6.599999999999999,7.888609052210118e-31,8.683333333333332,0.0034722222222222225,0.0,0.0,15.283333,0.058934,0,0,1,0,0,0
LIN CHAOPAN,CHN,6,5.916666666666667,0.07805555555555556,7.916333333333333,0.05057422222222224,0.016666666666666666,0.0013888888888888892,13.816333,0.453808,1,0,0,0,0,0
LIN CHAOPAN,CHN,5,5.2,0.11199999999999992,8.4466,0.01099744,0.0,0.0,13.6466,0.390331,0,0,0,1,0,0
LIN CHAOPAN,CHN,2,5.199999999999999,0.15999999999999992,8.999500000000001,0.00442225000000006,0.0,0.0,14.1995,0.466501,0,0,0,0,0,1
LIN CHAOPAN,CHN,6,6.116666666666667,0.028055555555555552,8.394166666666669,0.21673647222222228,0.0,0.0,14.510833,0.59109,0,0,1,0,0,0
LIN CHAOPAN,CHN,7,6.085714285714286,0.02122448979591832,8.190428571428573,0.09285453061224491,0.0,0.0,14.276143,0.253559,0,1,0,0,0,0
TANIGAWA WATARU,JPN,6,5.766666666666667,0.012222222222222264,8.366166666666667,0.15240747222222242,0.016666666666666666,0.0013888888888888892,14.116167,0.42999,1,0,0,0,0,0
TANIGAWA WATARU,JPN,4,5.875000000000001,0.00187500000000002,7.91625,0.0008416875000000043,0.0,0.0,13.79125,0.043361,0,0,0,1,0,0
TANIGAWA WATARU,JPN,7,6.0,0.0,8.180857142857143,0.03805897959183679,0.0,0.0,14.180857,0.19509,0,0,0,0,1,0
TANIGAWA WATARU,JPN,12,5.666666666666667,0.10222222222222227,8.93575,0.12139252083333331,-0.016666666666666666,0.008055555555555555,14.569083,0.486586,0,0,0,0,0,1
TANIGAWA WATARU,JPN,6,6.333333333333333,0.0022222222222222456,8.652166666666666,0.020198472222222142,0.0,0.0,14.9855,0.187111,0,0,1,0,0,0
TANIGAWA WATARU,JPN,6,5.7,0.010000000000000047,8.060833333333333,0.0978328055555554,0.0,0.0,13.760833,0.390172,0,1,0,0,0,0
MOLDAUER YUL,USA,3,5.666666666666667,0.035555555555555465,8.755,0.19344200000000067,0.0,0.0,14.421667,0.628383,1,0,0,0,0,0
REGINI MORAN GIARNNI,GBR,12,6.000000000000001,0.06833333333333338,8.241249999999999,0.23036535416666662,0.0,0.003333333333333334,14.207917,0.511555,1,0,0,0,0,0
REGINI MORAN GIARNNI,GBR,5,5.4399999999999995,0.034399999999999986,7.3696,0.17067384000000008,0.0,0.0,12.8096,0.536197,0,0,0,1,0,0
REGINI MORAN GIARNNI,GBR,15,5.493333333333334,0.031288888888888804,9.0098,0.20269295999999995,0.0,0.0013333333333333335,14.4898,0.541226,0,0,0,0,0,1
REGINI MORAN GIARNNI,GBR,12,6.158333333333334,0.0890972222222222,8.399666666666667,0.14793338888888896,0.0,0.0,14.558,0.508006,0,0,1,0,0,0
REGINI MORAN GIARNNI,GBR,6,4.516666666666667,0.28138888888888886,7.5888333333333335,0.9643568055555551,0.5,1.25,11.6055,2.327692,0,1,0,0,0,0
KARTSEV ALEKSANDR,ROC,3,5.866666666666667,0.0022222222222222456,7.755333333333333,0.15419755555555528,-0.13333333333333333,0.00888888888888889,13.488667,0.345541,1,0,0,0,0,0
KARTSEV ALEKSANDR,ROC,3,5.7,0.0,7.7,0.019999999999999976,0.0,0.0,13.4,0.141425,0,0,0,1,0,0
KARTSEV ALEKSANDR,ROC,4,5.875,0.02687500000000005,8.55,0.1425000000000001,0.0,0.0,14.425,0.535608,0,0,1,0,0,0
KARTSEV ALEKSANDR,ROC,3,5.133333333333334,0.03555555555555562,6.877666666666666,0.029930888888888885,0.0,0.0,12.011,0.015588,0,1,0,0,0,0
TOBA ANDREAS,GER,4,5.3,0.010000000000000018,7.9745,0.2961722499999997,-0.05,0.0025000000000000005,13.2245,0.504503,1,0,0,0,0,0
