team_list,avg_score,variance,Max_Avg_Score,Order,Gen
"['MALONE BRODY', 'MOLDAUER YUL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",3.8544921875,3.889852723301564,3.91796875,3,3
"['WISKUS SHANE', 'BRIONES BRANDON', 'WALKER COLT', 'YODER ALEC', 'JUDA PAUL']",3.720703125,2.7078407563538613,3.91796875,4,3
"['DIAB ALEX', 'JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WISKUS SHANE']",3.52734375,2.7128390762463344,3.91796875,5,3
"['MALONE BRODY', 'MOLDAUER YUL', 'NGUYEN BRANDON', 'WISKUS SHANE', 'YODER ALEC']",3.5146484375,3.106334578140274,3.91796875,6,3
"['JUDA PAUL', 'MIKULAK SAMUEL', 'MOLDAUER YUL', 'NEDOROSCIK STEPHEN', 'YOUNG KHOI ALEXANDER']",3.3671875,3.1397238514173997,3.91796875,7,3
"['JUDA PAUL', 'MALONE BRODY', 'WALKER COLT', 'WISKUS SHANE', 'YODER ALEC']",3.216796875,2.22079285801564,3.91796875,8,3
"['BRIONES BRANDON', 'JUDA PAUL', 'MALONE BRODY', 'WHITTENBURG DONNELL', 'YODER ALEC']",2.9765625,2.4080522971652005,3.91796875,9,3
"['MALONE BRODY', 'MOLDAUER YUL', 'NGUYEN BRANDON', 'WHITTENBURG DONNELL', 'YODER ALEC']",2.2587890625,3.0033439867424243,3.91796875,10,3
"['JUDA PAUL', 'MOLDAUER YUL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YOUNG KHOI ALEXANDER']",1.9765625,3.14705522971652,3.91796875,11,3
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE']",1.890625,2.7211632453567938,3.91796875,12,3
"['MALONE BRODY', 'MOLDAUER YUL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",4.0810546875,3.8868743508675463,4.0810546875,1,4
"['MALONE BRODY', 'MOLDAUER YUL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",4.05078125,3.408953445747801,4.0810546875,2,4
"['JUDA PAUL', 'MALONE BRODY', 'WALKER COLT', 'WISKUS SHANE', 'YODER ALEC']",3.9580078125,3.248479311766862,4.0810546875,3,4
"['DIAB ALEX', 'JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WISKUS SHANE']",3.8056640625,3.24176651851173,4.0810546875,4,4
"['JUDA PAUL', 'MALONE BRODY', 'WALKER COLT', 'WHITTENBURG DONNELL', 'WISKUS SHANE']",3.7880859375,3.0078344559506354,4.0810546875,5,4
"['JUDA PAUL', 'MALONE BRODY', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",3.689453125,2.6346491630009776,4.0810546875,6,4
"['DIAB ALEX', 'JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WALKER COLT']",3.6298828125,3.1326740820503423,4.0810546875,7,4
"['MALONE BRODY', 'NEDOROSCIK STEPHEN', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",3.4853515625,3.1004694755009776,4.0810546875,8,4
"['MALONE BRODY', 'MOLDAUER YUL', 'NGUYEN BRANDON', 'WISKUS SHANE', 'YODER ALEC']",3.466796875,2.423138899071359,4.0810546875,9,4
"['BOLD CREW', 'DIAB ALEX', 'JUDA PAUL', 'MIKULAK SAMUEL', 'WALKER COLT']",3.2158203125,2.6444806558528837,4.0810546875,10,4
"['DIAB ALEX', 'MALONE BRODY', 'MIKULAK SAMUEL', 'MOLDAUER YUL', 'WISKUS SHANE']",1.7919921875,2.9214998396260996,4.0810546875,11,4
"['DIAB ALEX', 'JUDA PAUL', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE']",1.2412109375,2.128466176380743,4.0810546875,12,4
"['MALONE BRODY', 'MOLDAUER YUL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",4.494140625,3.552262799364614,4.494140625,1,5
"['JUDA PAUL', 'MALONE BRODY', 'WALKER COLT', 'WISKUS SHANE', 'YODER ALEC']",4.3251953125,3.3027467848851417,4.494140625,2,5
"['JUDA PAUL', 'MALONE BRODY', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",4.1767578125,3.9188727624022484,4.494140625,3,5
"['MALONE BRODY', 'MOLDAUER YUL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",4.166015625,3.2959700329912023,4.494140625,4,5
"['DIAB ALEX', 'JUDA PAUL', 'MALONE BRODY', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE']",3.9931640625,3.621654104044477,4.494140625,5,5
"['JUDA PAUL', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",3.958984375,3.446996425953079,4.494140625,6,5
"['MALONE BRODY', 'MIKULAK SAMUEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",3.919921875,3.221342711388074,4.494140625,7,5
"['JUDA PAUL', 'MALONE BRODY', 'NEDOROSCIK STEPHEN', 'WALKER COLT', 'WISKUS SHANE']",3.75390625,2.889525293255132,4.494140625,8,5
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WISKUS SHANE', 'YODER ALEC']",3.3251953125,3.0740077819525906,4.494140625,9,5
"['MALONE BRODY', 'MOLDAUER YUL', 'NEDOROSCIK STEPHEN', 'WALKER COLT', 'YODER ALEC']",3.2314453125,2.4282966382575757,4.494140625,10,5
"['JUDA PAUL', 'MALONE BRODY', 'WALKER COLT', 'WHITTENBURG DONNELL', 'WISKUS SHANE']",2.884765625,2.1724363086510263,4.494140625,11,5
"['DIAB ALEX', 'MALONE BRODY', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",1.9033203125,2.9241727379643208,4.494140625,12,5
"['JUDA PAUL', 'MALONE BRODY', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",4.7041015625,4.351263708150049,4.7041015625,1,6
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WISKUS SHANE', 'YODER ALEC']",4.5771484375,3.829819426625122,4.7041015625,2,6
"['MALONE BRODY', 'MIKULAK SAMUEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",4.5439453125,4.107548837671065,4.7041015625,3,6
"['JUDA PAUL', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",4.212890625,3.2254055168621703,4.7041015625,4,6
"['MALONE BRODY', 'MOLDAUER YUL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",4.1982421875,3.175715382148094,4.7041015625,5,6
"['JUDA PAUL', 'NEDOROSCIK STEPHEN', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'YODER ALEC']",4.099609375,4.035034060361681,4.7041015625,6,6
"['MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",4.09375,4.431085043988269,4.7041015625,7,6
"['MALONE BRODY', 'MIKULAK SAMUEL', 'MOLDAUER YUL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE']",4.0458984375,3.2774611666055717,4.7041015625,8,6
"['MALONE BRODY', 'MOLDAUER YUL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",3.8720703125,3.1322005972018574,4.7041015625,9,6
"['JUDA PAUL', 'MALONE BRODY', 'MOLDAUER YUL', 'WISKUS SHANE', 'YODER ALEC']",3.8681640625,3.2660822565371457,4.7041015625,10,6
"['MIKULAK SAMUEL', 'MOLDAUER YUL', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'YODER ALEC']",3.6748046875,2.952795660740469,4.7041015625,11,6
"['MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",3.5009765625,2.821113414894917,4.7041015625,12,6
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WISKUS SHANE', 'YODER ALEC']",4.6904296875,4.157249473057185,4.6904296875,1,7
"['MIKULAK SAMUEL', 'MOLDAUER YUL', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'YODER ALEC']",4.515625,4.17375366568915,4.6904296875,2,7
"['MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",4.4677734375,4.30981087335044,4.6904296875,3,7
"['MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",4.3115234375,3.9077458684628543,4.6904296875,4,7
"['MALONE BRODY', 'MIKULAK SAMUEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",4.251953125,4.102635477761486,4.6904296875,5,7
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'YODER ALEC']",4.162109375,3.608103464076246,4.6904296875,6,7
"['JUDA PAUL', 'MALONE BRODY', 'MOLDAUER YUL KYUNG TAE', 'WISKUS SHANE', 'YODER ALEC']",3.8955078125,3.215854678335777,4.6904296875,7,7
"['HALE DALLAS', 'MALONE BRODY', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",3.818359375,3.0090076673998043,4.6904296875,8,7
"['JUDA PAUL', 'MALONE BRODY', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",3.6982421875,3.464082928580156,4.6904296875,9,7
"['JUDA PAUL', 'MALONE BRODY', 'MOLDAUER YUL', 'WISKUS SHANE', 'YODER ALEC']",3.568359375,2.865312652737048,4.6904296875,10,7
"['MOLDAUER YUL', 'RICHARD FREDERICK NATHANIEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",2.763671875,4.078991782746823,4.6904296875,11,7
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'YODER ALEC']",2.443359375,3.212819984115347,4.6904296875,12,7
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WISKUS SHANE', 'YODER ALEC']",4.55078125,4.0247892228739,4.55078125,1,8
"['MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",4.4677734375,3.9794100913367547,4.55078125,2,8
"['MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",4.384765625,4.240862506109482,4.55078125,3,8
"['MALONE BRODY', 'MIKULAK SAMUEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",4.2998046875,3.2345649667033234,4.55078125,4,8
"['MALONE BRODY', 'MIKULAK SAMUEL', 'SKIRKEY IAN HUNTER', 'WHITTENBURG DONNELL', 'WISKUS SHANE']",4.271484375,3.3123434445259043,4.55078125,5,8
"['JUDA PAUL', 'MALONE BRODY', 'MOLDAUER YUL', 'MOLDAUER YUL KYUNG TAE', 'YODER ALEC']",4.2294921875,3.872013036107038,4.55078125,6,8
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'MOLDAUER YUL', 'WISKUS SHANE']",4.0380859375,3.6984502917277613,4.55078125,7,8
"['JUDA PAUL', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",3.7626953125,3.2368865698313782,4.55078125,8,8
"['JUDA PAUL', 'MOLDAUER YUL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",3.7236328125,2.972422371395406,4.55078125,9,8
"['MIKULAK SAMUEL', 'MOLDAUER YUL', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'YODER ALEC']",3.6611328125,3.2936589305351904,4.55078125,10,8
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE']",3.4501953125,2.69350924822825,4.55078125,11,8
"['MALONE BRODY', 'MIKULAK SAMUEL', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'YODER ALEC']",2.818359375,3.920053610703812,4.55078125,12,8
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WISKUS SHANE', 'YODER ALEC']",4.59765625,3.85751160801564,4.59765625,1,9
"['MALONE BRODY', 'MIKULAK SAMUEL', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'YODER ALEC']",4.40625,3.5826001955034212,4.59765625,2,9
"['MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",4.357421875,3.7861032196969697,4.59765625,3,9
"['JUDA PAUL', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",4.1162109375,3.440049754093353,4.59765625,4,9
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'RICHARD FREDERICK NATHANIEL', 'YODER ALEC']",4.0009765625,3.5493636592741935,4.59765625,5,9
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'YODER ALEC']",3.8701171875,3.2763690967130987,4.59765625,6,9
"['JUDA PAUL', 'MIKULAK SAMUEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",3.8251953125,3.5090028943670575,4.59765625,7,9
"['LOOS RILEY', 'MALONE BRODY', 'MIKULAK SAMUEL', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE']",3.6162109375,3.4468923738391983,4.59765625,8,9
"['MALONE BRODY', 'NEDOROSCIK STEPHEN', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'YODER ALEC']",3.3759765625,2.3286891724706744,4.59765625,9,9
"['MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",3.1796875,2.186644672531769,4.59765625,10,9
"['MALONE BRODY', 'RICHARD FREDERICK NATHANIEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",2.9921875,3.577651515151515,4.59765625,11,9
"['MIKULAK SAMUEL', 'MOLDAUER YUL', 'RICHARD FREDERICK NATHANIEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE']",2.5185546875,3.4835263547776147,4.59765625,12,9
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WISKUS SHANE', 'YODER ALEC']",4.7197265625,4.018144206683774,4.7197265625,1,10
"['JUDA PAUL', 'MIKULAK SAMUEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",4.455078125,4.226719055474096,4.7197265625,2,10
"['MALONE BRODY', 'MIKULAK SAMUEL', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'YODER ALEC']",4.4130859375,3.6796330874266863,4.7197265625,3,10
"['JUDA PAUL', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",4.349609375,3.998865927419355,4.7197265625,4,10
"['GUIMARAES VITALIY', 'MALONE BRODY', 'MIKULAK SAMUEL', 'RICHARD FREDERICK NATHANIEL', 'YODER ALEC']",4.26171875,3.4602730938416424,4.7197265625,5,10
"['MALONE BRODY', 'MIKULAK SAMUEL', 'NGUYEN BRANDON', 'WHITTENBURG DONNELL', 'YODER ALEC']",4.193359375,3.6888708150048877,4.7197265625,6,10
"['JUDA PAUL', 'MALONE BRODY', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",3.9306640625,3.2825778577101663,4.7197265625,7,10
"['MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",3.9072265625,3.188843131414956,4.7197265625,8,10
"['MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",3.73828125,2.867897727272727,4.7197265625,9,10
"['MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'WHITTENBURG DONNELL', 'WISKUS SHANE']",3.4248046875,2.545659785862659,4.7197265625,10,10
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE']",2.2333984375,2.8457651744257086,4.7197265625,11,10
"['MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'YODER ALEC']",2.0390625,2.8938782991202348,4.7197265625,12,10
"['MALONE BRODY', 'MIKULAK SAMUEL', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'YODER ALEC']",4.4912109375,4.779981327895895,4.4912109375,1,11
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WISKUS SHANE', 'YODER ALEC']",4.3916015625,3.4330085761852396,4.4912109375,2,11
"['JUDA PAUL', 'MIKULAK SAMUEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",4.3017578125,4.083828774132454,4.4912109375,3,11
"['MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",4.2890625,3.0874266862170088,4.4912109375,4,11
"['MALONE BRODY', 'MIKULAK SAMUEL', 'WALKER COLT', 'WHITTENBURG DONNELL', 'YODER ALEC']",4.23046875,3.587105938416422,4.4912109375,5,11
"['MALONE BRODY', 'MIKULAK SAMUEL', 'MOLDAUER YUL', 'WISKUS SHANE', 'YODER ALEC']",4.2275390625,3.515135286840176,4.4912109375,6,11
"['MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",4.22265625,3.962105938416422,4.4912109375,7,11
"['MIKULAK SAMUEL', 'RICHARD FREDERICK NATHANIEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",4.2060546875,3.7864344681695994,4.4912109375,8,11
"['MALONE BRODY', 'MIKULAK SAMUEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",3.6005859375,2.705415101111926,4.4912109375,9,11
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'YODER ALEC']",3.595703125,3.0700108443304006,4.4912109375,10,11
"['MALONE BRODY', 'SKIRKEY IAN HUNTER', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",2.4736328125,3.6434878650415445,4.4912109375,11,11
"['JUDA PAUL', 'MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE']",2.1728515625,3.1304059368890518,4.4912109375,12,11
"['MALONE BRODY', 'MIKULAK SAMUEL', 'MOLDAUER YUL', 'WISKUS SHANE', 'YODER ALEC']",4.62109375,3.564989613880743,4.62109375,1,12
"['MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'WISKUS SHANE', 'YODER ALEC']",4.5986328125,3.943341237475562,4.62109375,2,12
"['MALONE BRODY', 'MIKULAK SAMUEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",4.5263671875,4.054045049792277,4.62109375,3,12
"['JUDA PAUL', 'MIKULAK SAMUEL', 'SKIRKEY IAN HUNTER', 'WISKUS SHANE', 'YODER ALEC']",4.2587890625,3.2027574764784945,4.62109375,4,12
"['LOOS RILEY', 'MALONE BRODY', 'MIKULAK SAMUEL', 'MOLDAUER YUL', 'SKIRKEY IAN HUNTER']",4.203125,3.872678396871945,4.62109375,5,12
"['MIKULAK SAMUEL', 'RICHARD FREDERICK NATHANIEL', 'SKIRKEY IAN HUNTER', 'WHITTENBURG DONNELL', 'WISKUS SHANE']",4.1953125,3.8972996089931575,4.62109375,6,12
"['MALONE BRODY', 'MIKULAK SAMUEL', 'MOLDAUER YUL', 'NEDOROSCIK STEPHEN', 'YODER ALEC']",4.15234375,2.964060972629521,4.62109375,7,12
"['JUDA PAUL', 'MIKULAK SAMUEL', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE', 'YODER ALEC']",3.7177734375,2.8244736299486806,4.62109375,8,12
"['MALONE BRODY', 'MIKULAK SAMUEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",3.3818359375,2.554938561522483,4.62109375,9,12
"['MALONE BRODY', 'RICHARD FREDERICK NATHANIEL', 'WHITTENBURG DONNELL', 'WISKUS SHANE', 'YODER ALEC']",2.6318359375,3.937636508736559,4.62109375,10,12
"['MALONE BRODY', 'MIKULAK SAMUEL', 'NEDOROSCIK STEPHEN', 'RICHARD FREDERICK NATHANIEL', 'WISKUS SHANE']",2.326171875,2.9883270711143695,4.62109375,11,12
"['HALE DALLAS', 'MIKULAK SAMUEL', 'RICHARD FREDERICK NATHANIEL', 'SKIRKEY IAN HUNTER', 'YODER ALEC']",1.9150390625,3.2449739965175954,4.62109375,12,12
