New_LN_FN,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,48.0,5.0,8.166,0.0,13.166
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,,5.3,7.833,0.0,13.133
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,12.0,5.8,8.4,0.0,14.2
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,26.0,5.8,8.5,0.0,14.3
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,21.0,5.1,6.166,0.0,11.266
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,5.2,7.566,0.0,12.766
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PH,,4.4,7.233,0.0,11.633
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,12.0,5.3,7.933,0.0,13.233
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,90.0,4.9,7.666,0.0,12.566
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,,5.3,8.5,0.0,13.8
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,20.0,4.8,9.033,0.1,13.733
ABAD NESTOR,ABAD,Nestor,m,ESP,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,97.0,4.8,9.0,0.3,13.5
ABAD NESTOR,ABAD,Nestor,m,ESP,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",FX,86.0,5.4,7.133,0.1,12.433
ABAD NESTOR,ABAD,Nestor,m,ESP,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",HB,10.0,5.3,8.5,0.0,13.8
ABAD NESTOR,ABAD,Nestor,m,ESP,2018-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,10.0,5.3,8.1,0.0,13.4
ABAD NESTOR,ABAD,Nestor,m,ESP,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",PB,9.0,5.8,8.6,0.0,14.4
ABAD NESTOR,ABAD,Nestor,m,ESP,2018-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",PB,10.0,5.8,8.266,0.0,14.066
ABAD NESTOR,ABAD,Nestor,m,ESP,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",PH,105.0,5.0,5.5,0.0,10.5
ABAD NESTOR,ABAD,Nestor,m,ESP,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",SR,23.0,5.3,8.366,0.0,13.666
ABAD NESTOR,ABAD,Nestor,m,ESP,2018-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,6.0,5.3,8.333,0.0,13.633
ABAD NESTOR,ABAD,Nestor,m,ESP,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT1,36.0,5.2,9.2,0.3,14.1
ABAD NESTOR,ABAD,Nestor,m,ESP,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,21.0,5.5,8.666,0.0,14.166
ABAD NESTOR,ABAD,Nestor,m,ESP,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,66.0,4.8,8.233,0.0,13.033
ABAD NESTOR,ABAD,Nestor,m,ESP,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,59.0,5.8,8.3,0.3,13.8
ABAD NESTOR,ABAD,Nestor,m,ESP,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,58.0,5.0,8.1,0.0,13.1
ABAD NESTOR,ABAD,Nestor,m,ESP,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,33.0,5.3,8.3,0.0,13.6
ABAD NESTOR,ABAD,Nestor,m,ESP,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,126.0,5.2,8.0,0.0,13.2
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,24.0,5.4,7.233,0.0,12.633
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,94.0,4.6,8.0,0.1,12.5
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,9.0,5.3,8.1,0.0,13.4
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,final,"Antalya, Turkey",HB,4.0,5.3,8.366,0.0,13.666
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",HB,5.0,5.3,8.433,0.0,13.733
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,10.0,5.8,8.033,0.0,13.833
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PB,23.0,5.8,8.1,0.0,13.9
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,12.0,4.7,8.3,0.0,13.0
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PH,28.0,5.0,8.233,0.0,13.233
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,17.0,5.3,8.466,0.0,13.766
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,4.0,5.3,8.366,0.0,13.666
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,22.0,5.2,7.9,0.1,13.0
ABAD NESTOR,ABAD,Nestor,m,ESP,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,69.0,4.8,9.0,0.1,13.7
ABAD NESTOR,ABAD,Nestor,m,ESP,2001-06-04,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",HB,1.0,5.3,8.5,0.0,13.8
ABAD NESTOR,ABAD,Nestor,m,ESP,2001-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",HB,1.0,5.3,8.35,0.0,13.65
ABAD NESTOR,ABAD,Nestor,m,ESP,2001-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",PH,11.0,5.0,7.0,0.0,12.0
ABAD NESTOR,ABAD,Nestor,m,ESP,2001-06-04,2023 Tel Aviv World Challenge Cup,qual,"Tel Aviv, Israel",SR,2.0,5.7,8.35,0.0,14.05
ABAD NESTOR,ABAD,Nestor,m,ESP,2001-06-04,2023 Tel Aviv World Challenge Cup,final,"Tel Aviv, Israel",SR,2.0,5.7,8.3,0.0,14.0
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",FX,17.0,5.1,8.466,0.0,13.566
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,34.0,5.1,8.566,0.0,13.666
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",FX,,5.1,8.633,0.0,13.733
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",HB,24.0,5.1,5.1,0.3,9.9
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,27.0,5.6,8.0,0.0,13.6
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",HB,,5.6,8.033,0.0,13.633
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PB,20.0,5.3,7.766,0.0,13.066
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,52.0,5.3,8.4,0.0,13.7
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",PH,7.0,5.5,8.166,0.0,13.666
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,15.0,5.5,8.466,0.0,13.966
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",PH,,5.5,6.8,0.0,12.3
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",SR,13.0,4.7,8.466,0.0,13.166
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,60.0,4.7,8.3,0.0,13.0
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,"Liverpool, England",SR,,4.7,8.333,0.0,13.033
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",VT,18.0,4.8,9.066,0.0,13.866
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,84.0,4.8,8.9,0.1,13.6
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",FX,19.0,5.4,8.433,0.0,13.833
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",HB,11.0,5.6,8.2,0.0,13.8
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2018-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",HB,6.0,5.6,8.166,0.0,13.766
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",PB,91.0,4.7,7.333,0.0,12.033
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",PH,61.0,5.0,7.533,0.0,12.533
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2018-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",PH,5.0,5.5,8.333,0.0,13.833
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2018-08-21,2022 Senior European Championships,TeamFinal,"Munich, Germany",SR,13.0,5.0,8.366,0.0,13.366
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",FX,8.0,5.4,8.466,0.0,13.866
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,64.0,5.4,8.433,0.3,13.533
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",FX,,5.4,8.5,0.0,13.9
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",HB,6.0,5.9,8.133,0.0,14.033
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,11.0,5.9,8.133,0.0,14.033
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",HB,,5.9,8.133,0.0,14.033
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PB,13.0,5.5,8.433,0.0,13.933
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,41.0,5.5,8.5,0.0,14.0
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",PH,4.0,5.5,8.3,0.0,13.8
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,40.0,5.8,7.7,0.0,13.5
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",PH,,5.8,6.933,0.0,12.733
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",SR,10.0,4.7,8.6,0.0,13.3
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",SR,41.0,4.7,8.8,0.0,13.5
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,"Antwerp, Belgium",SR,,4.7,8.566,0.0,13.266
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,"Antwerp, Belgium",VT,18.0,4.8,9.1,0.0,13.9
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,80.0,4.8,9.166,0.0,13.966
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2009-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,11.0,5.5,8.033,0.0,13.533
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2009-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",HB,10.0,5.3,8.233,0.0,13.533
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2009-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,15.0,6.4,7.033,0.0,13.433
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,11.0,5.5,8.266,0.0,13.766
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",FX,11.0,5.5,8.466,0.0,13.966
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",HB,4.0,5.3,8.166,0.0,13.466
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",HB,90.0,5.3,6.833,0.0,12.133
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PB,8.0,5.3,8.7,0.0,14.0
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PB,40.0,5.3,8.2,0.0,13.5
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",PH,1.0,5.7,8.4,0.0,14.1
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,final,"Antalya, Turkey",PH,6.0,5.7,8.466,0.0,14.166
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",PH,6.0,5.7,8.566,0.0,14.266
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",SR,26.0,4.7,8.8,0.0,13.5
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",SR,10.0,4.7,8.566,0.0,13.266
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT1,18.0,4.8,8.866,0.1,13.566
ABBADINI YUMIN,ABBADINI,Yumin,m,ITA,2011-04-16,2023 Senior European Championships,qual,"Antalya, Turkey",VT1,64.0,4.8,8.933,0.0,13.733
ABDELHALEEM ABDELRAHMAN,ABDELHALEEM,Abdelrahman,m,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,113.0,5.2,7.2,0.4,12.0
ABDELHALEEM ABDELRAHMAN,ABDELHALEEM,Abdelrahman,m,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,68.0,4.6,8.166,0.0,12.766
ABDELHALEEM ABDELRAHMAN,ABDELHALEEM,Abdelrahman,m,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,122.0,4.3,8.1,0.0,12.4
ABDELHALEEM ABDELRAHMAN,ABDELHALEEM,Abdelrahman,m,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,55.0,5.2,7.566,0.0,12.766
ABDELHALEEM ABDELRAHMAN,ABDELHALEEM,Abdelrahman,m,EGY,2017-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",HB,15.0,4.8,7.2,0.0,12.0
ABDELHALEEM ABDELRAHMAN,ABDELHALEEM,Abdelrahman,m,EGY,2017-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",PH,25.0,5.4,6.766,0.0,12.166
ABDELHALEEM ABDELRAHMAN,ABDELHALEEM,Abdelrahman,m,EGY,2024-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",HB,26.0,4.6,8.0,0.0,12.6
ABDELHALEEM ABDELRAHMAN,ABDELHALEEM,Abdelrahman,m,EGY,2024-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",PH,27.0,5.7,7.0,0.0,12.7
ABDELHALEEM ABDELRAHMAN,ABDELHALEEM,Abdelrahman,m,EGY,2009-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,21.0,5.8,7.266,0.0,13.066
ABDELHALEEM ABDELRAHMAN,ABDELHALEEM,Abdelrahman,m,EGY,2027-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",PH,9.0,5.6,8.5,0.0,14.1
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,116.0,5.4,7.433,0.9,11.933
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,61.0,4.4,8.566,0.0,12.966
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,92.0,5.2,7.8,0.0,13.0
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,37.0,4.9,8.266,0.0,13.166
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,50.0,5.2,8.766,0.0,13.966
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,2017-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",FX,9.0,5.4,7.966,0.1,13.266
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,2024-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",PH,21.0,4.9,8.05,0.0,12.95
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,2024-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",VT1,,5.2,8.65,0.1,13.75
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,117.0,5.3,7.366,0.1,12.566
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",HB,82.0,4.4,8.4,0.0,12.8
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PB,132.0,4.3,7.466,0.0,11.766
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",PH,94.0,4.2,8.066,0.0,12.266
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",VT1,59.0,5.2,8.933,0.0,14.133
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,2009-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",FX,33.0,5.1,7.266,0.3,12.066
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,2009-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",PB,12.0,5.2,8.266,0.0,13.466
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,2009-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",PH,36.0,4.7,7.366,0.0,12.066
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,2009-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",VT1,,5.2,8.166,0.0,13.366
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,2027-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",FX,38.0,5.2,6.333,0.4,11.133
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,2027-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",VT1,17.0,5.6,7.833,0.0,13.433
ABDELRAHMAN AHMED,ABDELRAHMAN,Ahmed,m,EGY,2027-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",VT2,17.0,5.2,7.9,0.0,13.1
ABDELSALAM JANA,ABDELSALAM,Jana,w,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",BB,100.0,4.8,6.2,0.0,11.0
ABDELSALAM JANA,ABDELSALAM,Jana,w,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,109.0,4.4,7.466,0.1,11.766
ABDELSALAM JANA,ABDELSALAM,Jana,w,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",UB,52.0,4.8,8.0,0.0,12.8
ABDELSALAM JANA,ABDELSALAM,Jana,w,EGY,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,110.0,4.2,8.433,0.3,12.333
ABDELSALAM JANA,ABDELSALAM,Jana,w,EGY,2017-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",BB,14.0,4.8,5.966,0.0,10.766
ABDELSALAM JANA,ABDELSALAM,Jana,w,EGY,2017-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",UB,6.0,4.6,6.266,0.0,10.866
ABDELSALAM JANA,ABDELSALAM,Jana,w,EGY,2017-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",UB,7.0,4.6,6.633,0.0,11.233
ABDELSALAM JANA,ABDELSALAM,Jana,w,EGY,2024-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",FX,24.0,4.5,6.6,0.1,11.0
ABDELSALAM JANA,ABDELSALAM,Jana,w,EGY,2024-09-25,2022 Paris World Challenge Cup,qual,"Paris, France",UB,14.0,4.6,7.6,0.0,12.2
ABDELSALAM JANA,ABDELSALAM,Jana,w,EGY,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",BB,144.0,4.8,5.866,0.0,10.666
ABDELSALAM JANA,ABDELSALAM,Jana,w,EGY,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,131.0,4.5,7.2,0.3,11.4
